label,fault,condition,source,window,start
0,A,01,电流-A-S1-01.csv,245,384160
0,A,01,电流-A-S1-01.csv,246,385728
0,A,01,电流-A-S1-01.csv,247,387296
0,A,01,电流-A-S1-01.csv,248,388864
0,A,01,电流-A-S1-01.csv,249,390432
0,A,01,电流-A-S1-01.csv,250,392000
0,A,01,电流-A-S1-01.csv,251,393568
0,A,01,电流-A-S1-01.csv,252,395136
0,A,01,电流-A-S1-01.csv,253,396704
0,A,01,电流-A-S1-01.csv,254,398272
0,A,01,电流-A-S1-01.csv,255,399840
0,A,01,电流-A-S1-01.csv,256,401408
0,A,01,电流-A-S1-01.csv,257,402976
0,A,01,电流-A-S1-01.csv,258,404544
0,A,01,电流-A-S1-01.csv,259,406112
0,A,01,电流-A-S1-01.csv,260,407680
0,A,01,电流-A-S1-01.csv,261,409248
0,A,01,电流-A-S1-01.csv,262,410816
0,A,01,电流-A-S1-01.csv,263,412384
0,A,01,电流-A-S1-01.csv,264,413952
0,A,01,电流-A-S1-01.csv,265,415520
0,A,01,电流-A-S1-01.csv,266,417088
0,A,01,电流-A-S1-01.csv,267,418656
0,A,01,电流-A-S1-01.csv,268,420224
0,A,01,电流-A-S1-01.csv,269,421792
0,A,01,电流-A-S1-01.csv,270,423360
0,A,01,电流-A-S1-01.csv,271,424928
0,A,01,电流-A-S1-01.csv,272,426496
0,A,01,电流-A-S1-01.csv,273,428064
0,A,01,电流-A-S1-01.csv,274,429632
0,A,01,电流-A-S1-01.csv,275,431200
0,A,01,电流-A-S1-01.csv,276,432768
0,A,01,电流-A-S1-01.csv,277,434336
0,A,01,电流-A-S1-01.csv,278,435904
0,A,01,电流-A-S1-01.csv,279,437472
0,A,01,电流-A-S1-01.csv,280,439040
0,A,01,电流-A-S1-01.csv,281,440608
0,A,01,电流-A-S1-01.csv,282,442176
0,A,01,电流-A-S1-01.csv,283,443744
0,A,01,电流-A-S1-01.csv,284,445312
0,A,01,电流-A-S1-01.csv,285,446880
0,A,01,电流-A-S1-01.csv,286,448448
0,A,01,电流-A-S1-01.csv,287,450016
0,A,01,电流-A-S1-01.csv,288,451584
0,A,01,电流-A-S1-01.csv,289,453152
0,A,01,电流-A-S1-01.csv,290,454720
0,A,01,电流-A-S1-01.csv,291,456288
0,A,01,电流-A-S1-01.csv,292,457856
0,A,01,电流-A-S1-01.csv,293,459424
0,A,01,电流-A-S1-01.csv,294,460992
0,A,01,电流-A-S1-01.csv,295,462560
0,A,01,电流-A-S1-01.csv,296,464128
0,A,01,电流-A-S1-01.csv,297,465696
0,A,01,电流-A-S1-01.csv,298,467264
0,A,01,电流-A-S1-01.csv,299,468832
0,A,01,电流-A-S1-01.csv,300,470400
0,A,01,电流-A-S1-01.csv,301,471968
0,A,01,电流-A-S1-01.csv,302,473536
0,A,01,电流-A-S1-01.csv,303,475104
0,A,01,电流-A-S1-01.csv,304,476672
0,A,01,电流-A-S1-01.csv,305,478240
0,A,01,电流-A-S1-01.csv,306,479808
0,A,01,电流-A-S1-01.csv,307,481376
0,A,01,电流-A-S1-01.csv,308,482944
0,A,01,电流-A-S1-01.csv,309,484512
0,A,01,电流-A-S1-01.csv,310,486080
0,A,01,电流-A-S1-01.csv,311,487648
0,A,03,电流-A-S1-03.csv,0,0
0,A,03,电流-A-S1-03.csv,1,1568
0,A,03,电流-A-S1-03.csv,2,3136
0,A,03,电流-A-S1-03.csv,3,4704
0,A,03,电流-A-S1-03.csv,4,6272
0,A,03,电流-A-S1-03.csv,5,7840
0,A,03,电流-A-S1-03.csv,6,9408
0,A,03,电流-A-S1-03.csv,7,10976
0,A,03,电流-A-S1-03.csv,8,12544
0,A,03,电流-A-S1-03.csv,9,14112
0,A,03,电流-A-S1-03.csv,10,15680
0,A,03,电流-A-S1-03.csv,11,17248
0,A,03,电流-A-S1-03.csv,12,18816
0,A,03,电流-A-S1-03.csv,13,20384
0,A,03,电流-A-S1-03.csv,14,21952
0,A,03,电流-A-S1-03.csv,15,23520
0,A,03,电流-A-S1-03.csv,16,25088
0,A,03,电流-A-S1-03.csv,17,26656
0,A,03,电流-A-S1-03.csv,18,28224
0,A,03,电流-A-S1-03.csv,19,29792
0,A,03,电流-A-S1-03.csv,20,31360
0,A,03,电流-A-S1-03.csv,21,32928
0,A,03,电流-A-S1-03.csv,22,34496
0,A,03,电流-A-S1-03.csv,23,36064
0,A,03,电流-A-S1-03.csv,24,37632
0,A,03,电流-A-S1-03.csv,25,39200
0,A,03,电流-A-S1-03.csv,26,40768
0,A,03,电流-A-S1-03.csv,27,42336
0,A,03,电流-A-S1-03.csv,28,43904
0,A,03,电流-A-S1-03.csv,29,45472
0,A,03,电流-A-S1-03.csv,30,47040
0,A,03,电流-A-S1-03.csv,31,48608
0,A,03,电流-A-S1-03.csv,32,50176
0,A,03,电流-A-S1-03.csv,33,51744
0,A,03,电流-A-S1-03.csv,34,53312
0,A,03,电流-A-S1-03.csv,35,54880
0,A,03,电流-A-S1-03.csv,36,56448
0,A,03,电流-A-S1-03.csv,37,58016
0,A,03,电流-A-S1-03.csv,38,59584
0,A,03,电流-A-S1-03.csv,39,61152
0,A,03,电流-A-S1-03.csv,40,62720
0,A,03,电流-A-S1-03.csv,41,64288
0,A,03,电流-A-S1-03.csv,42,65856
0,A,03,电流-A-S1-03.csv,43,67424
0,A,03,电流-A-S1-03.csv,44,68992
0,A,03,电流-A-S1-03.csv,45,70560
0,A,03,电流-A-S1-03.csv,46,72128
0,A,03,电流-A-S1-03.csv,47,73696
0,A,03,电流-A-S1-03.csv,48,75264
0,A,03,电流-A-S1-03.csv,49,76832
0,A,03,电流-A-S1-03.csv,50,78400
0,A,03,电流-A-S1-03.csv,51,79968
0,A,03,电流-A-S1-03.csv,52,81536
0,A,03,电流-A-S1-03.csv,53,83104
0,A,03,电流-A-S1-03.csv,54,84672
0,A,03,电流-A-S1-03.csv,55,86240
0,A,03,电流-A-S1-03.csv,56,87808
0,A,03,电流-A-S1-03.csv,57,89376
0,A,03,电流-A-S1-03.csv,58,90944
0,A,03,电流-A-S1-03.csv,59,92512
0,A,03,电流-A-S1-03.csv,60,94080
0,A,03,电流-A-S1-03.csv,61,95648
0,A,03,电流-A-S1-03.csv,62,97216
0,A,03,电流-A-S1-03.csv,63,98784
0,A,03,电流-A-S1-03.csv,64,100352
0,A,03,电流-A-S1-03.csv,65,101920
0,A,03,电流-A-S1-03.csv,66,103488
0,A,03,电流-A-S1-03.csv,67,105056
0,A,03,电流-A-S1-03.csv,68,106624
0,A,03,电流-A-S1-03.csv,69,108192
0,A,03,电流-A-S1-03.csv,70,109760
0,A,03,电流-A-S1-03.csv,71,111328
0,A,03,电流-A-S1-03.csv,72,112896
0,A,03,电流-A-S1-03.csv,73,114464
0,A,03,电流-A-S1-03.csv,74,116032
0,A,03,电流-A-S1-03.csv,75,117600
0,A,03,电流-A-S1-03.csv,76,119168
0,A,03,电流-A-S1-03.csv,77,120736
0,A,03,电流-A-S1-03.csv,78,122304
0,A,03,电流-A-S1-03.csv,79,123872
0,A,03,电流-A-S1-03.csv,80,125440
0,A,03,电流-A-S1-03.csv,81,127008
0,A,03,电流-A-S1-03.csv,82,128576
0,A,03,电流-A-S1-03.csv,83,130144
0,A,03,电流-A-S1-03.csv,84,131712
0,A,03,电流-A-S1-03.csv,85,133280
0,A,03,电流-A-S1-03.csv,86,134848
0,A,03,电流-A-S1-03.csv,87,136416
0,A,03,电流-A-S1-03.csv,88,137984
0,A,03,电流-A-S1-03.csv,89,139552
0,A,03,电流-A-S1-03.csv,90,141120
0,A,03,电流-A-S1-03.csv,91,142688
0,A,03,电流-A-S1-03.csv,92,144256
0,A,03,电流-A-S1-03.csv,93,145824
0,A,03,电流-A-S1-03.csv,94,147392
0,A,03,电流-A-S1-03.csv,95,148960
0,A,03,电流-A-S1-03.csv,96,150528
0,A,03,电流-A-S1-03.csv,97,152096
0,A,03,电流-A-S1-03.csv,98,153664
0,A,03,电流-A-S1-03.csv,99,155232
0,A,03,电流-A-S1-03.csv,100,156800
0,A,03,电流-A-S1-03.csv,101,158368
0,A,03,电流-A-S1-03.csv,102,159936
0,A,03,电流-A-S1-03.csv,103,161504
0,A,03,电流-A-S1-03.csv,104,163072
0,A,03,电流-A-S1-03.csv,105,164640
0,A,03,电流-A-S1-03.csv,106,166208
0,A,03,电流-A-S1-03.csv,107,167776
0,A,03,电流-A-S1-03.csv,108,169344
0,A,03,电流-A-S1-03.csv,109,170912
0,A,03,电流-A-S1-03.csv,110,172480
0,A,03,电流-A-S1-03.csv,111,174048
0,A,03,电流-A-S1-03.csv,112,175616
0,A,03,电流-A-S1-03.csv,113,177184
0,A,03,电流-A-S1-03.csv,114,178752
0,A,03,电流-A-S1-03.csv,115,180320
0,A,03,电流-A-S1-03.csv,116,181888
0,A,03,电流-A-S1-03.csv,117,183456
0,A,03,电流-A-S1-03.csv,118,185024
0,A,03,电流-A-S1-03.csv,119,186592
0,A,03,电流-A-S1-03.csv,120,188160
0,A,03,电流-A-S1-03.csv,121,189728
0,A,03,电流-A-S1-03.csv,122,191296
0,A,03,电流-A-S1-03.csv,123,192864
0,A,03,电流-A-S1-03.csv,124,194432
0,A,03,电流-A-S1-03.csv,125,196000
0,A,03,电流-A-S1-03.csv,126,197568
0,A,03,电流-A-S1-03.csv,127,199136
0,A,03,电流-A-S1-03.csv,128,200704
0,A,03,电流-A-S1-03.csv,129,202272
0,A,03,电流-A-S1-03.csv,130,203840
0,A,03,电流-A-S1-03.csv,131,205408
0,A,03,电流-A-S1-03.csv,132,206976
0,A,03,电流-A-S1-03.csv,133,208544
0,A,03,电流-A-S1-03.csv,134,210112
0,A,03,电流-A-S1-03.csv,135,211680
0,A,03,电流-A-S1-03.csv,136,213248
0,A,03,电流-A-S1-03.csv,137,214816
0,A,03,电流-A-S1-03.csv,138,216384
0,A,03,电流-A-S1-03.csv,139,217952
0,A,03,电流-A-S1-03.csv,140,219520
0,A,03,电流-A-S1-03.csv,141,221088
0,A,03,电流-A-S1-03.csv,142,222656
0,A,03,电流-A-S1-03.csv,143,224224
0,A,03,电流-A-S1-03.csv,144,225792
0,A,03,电流-A-S1-03.csv,145,227360
0,A,03,电流-A-S1-03.csv,146,228928
0,A,03,电流-A-S1-03.csv,147,230496
0,A,03,电流-A-S1-03.csv,148,232064
0,A,03,电流-A-S1-03.csv,149,233632
0,A,03,电流-A-S1-03.csv,150,235200
0,A,03,电流-A-S1-03.csv,151,236768
0,A,03,电流-A-S1-03.csv,152,238336
0,A,03,电流-A-S1-03.csv,153,239904
0,A,03,电流-A-S1-03.csv,154,241472
0,A,03,电流-A-S1-03.csv,155,243040
0,A,03,电流-A-S1-03.csv,156,244608
0,A,03,电流-A-S1-03.csv,157,246176
0,A,03,电流-A-S1-03.csv,158,247744
0,A,03,电流-A-S1-03.csv,159,249312
0,A,03,电流-A-S1-03.csv,160,250880
0,A,03,电流-A-S1-03.csv,161,252448
0,A,03,电流-A-S1-03.csv,162,254016
0,A,03,电流-A-S1-03.csv,163,255584
0,A,03,电流-A-S1-03.csv,164,257152
0,A,03,电流-A-S1-03.csv,165,258720
0,A,03,电流-A-S1-03.csv,166,260288
0,A,03,电流-A-S1-03.csv,167,261856
0,A,03,电流-A-S1-03.csv,168,263424
0,A,03,电流-A-S1-03.csv,169,264992
0,A,03,电流-A-S1-03.csv,170,266560
0,A,03,电流-A-S1-03.csv,171,268128
0,A,03,电流-A-S1-03.csv,172,269696
0,A,03,电流-A-S1-03.csv,173,271264
0,A,03,电流-A-S1-03.csv,174,272832
0,A,03,电流-A-S1-03.csv,175,274400
0,A,03,电流-A-S1-03.csv,176,275968
0,A,03,电流-A-S1-03.csv,177,277536
0,A,03,电流-A-S1-03.csv,178,279104
0,A,03,电流-A-S1-03.csv,179,280672
0,A,03,电流-A-S1-03.csv,180,282240
0,A,03,电流-A-S1-03.csv,181,283808
0,A,03,电流-A-S1-03.csv,182,285376
0,A,03,电流-A-S1-03.csv,183,286944
0,A,03,电流-A-S1-03.csv,184,288512
0,A,03,电流-A-S1-03.csv,185,290080
0,A,03,电流-A-S1-03.csv,186,291648
0,A,03,电流-A-S1-03.csv,187,293216
0,A,03,电流-A-S1-03.csv,188,294784
0,A,03,电流-A-S1-03.csv,189,296352
0,A,03,电流-A-S1-03.csv,190,297920
0,A,03,电流-A-S1-03.csv,191,299488
0,A,03,电流-A-S1-03.csv,192,301056
0,A,03,电流-A-S1-03.csv,193,302624
0,A,03,电流-A-S1-03.csv,194,304192
0,A,03,电流-A-S1-03.csv,195,305760
0,A,03,电流-A-S1-03.csv,196,307328
0,A,03,电流-A-S1-03.csv,197,308896
0,A,03,电流-A-S1-03.csv,198,310464
0,A,03,电流-A-S1-03.csv,199,312032
0,A,03,电流-A-S1-03.csv,200,313600
0,A,03,电流-A-S1-03.csv,201,315168
0,A,03,电流-A-S1-03.csv,202,316736
0,A,03,电流-A-S1-03.csv,203,318304
0,A,03,电流-A-S1-03.csv,204,319872
0,A,03,电流-A-S1-03.csv,205,321440
0,A,03,电流-A-S1-03.csv,206,323008
0,A,03,电流-A-S1-03.csv,207,324576
0,A,03,电流-A-S1-03.csv,208,326144
0,A,03,电流-A-S1-03.csv,209,327712
0,A,03,电流-A-S1-03.csv,210,329280
0,A,03,电流-A-S1-03.csv,211,330848
0,A,03,电流-A-S1-03.csv,212,332416
0,A,03,电流-A-S1-03.csv,213,333984
0,A,03,电流-A-S1-03.csv,214,335552
0,A,03,电流-A-S1-03.csv,215,337120
0,A,03,电流-A-S1-03.csv,216,338688
0,A,03,电流-A-S1-03.csv,217,340256
0,A,03,电流-A-S1-03.csv,218,341824
0,A,03,电流-A-S1-03.csv,219,343392
0,A,03,电流-A-S1-03.csv,220,344960
0,A,03,电流-A-S1-03.csv,221,346528
0,A,03,电流-A-S1-03.csv,222,348096
0,A,03,电流-A-S1-03.csv,223,349664
0,A,03,电流-A-S1-03.csv,224,351232
0,A,03,电流-A-S1-03.csv,225,352800
0,A,03,电流-A-S1-03.csv,226,354368
0,A,03,电流-A-S1-03.csv,227,355936
0,A,03,电流-A-S1-03.csv,228,357504
0,A,03,电流-A-S1-03.csv,229,359072
0,A,03,电流-A-S1-03.csv,230,360640
0,A,03,电流-A-S1-03.csv,231,362208
0,A,03,电流-A-S1-03.csv,232,363776
0,A,03,电流-A-S1-03.csv,233,365344
0,A,03,电流-A-S1-03.csv,234,366912
0,A,03,电流-A-S1-03.csv,235,368480
0,A,03,电流-A-S1-03.csv,236,370048
0,A,03,电流-A-S1-03.csv,237,371616
0,A,03,电流-A-S1-03.csv,238,373184
0,A,03,电流-A-S1-03.csv,239,374752
0,A,03,电流-A-S1-03.csv,240,376320
0,A,03,电流-A-S1-03.csv,241,377888
0,A,03,电流-A-S1-03.csv,242,379456
0,A,03,电流-A-S1-03.csv,243,381024
0,A,03,电流-A-S1-03.csv,244,382592
0,A,03,电流-A-S1-03.csv,245,384160
0,A,03,电流-A-S1-03.csv,246,385728
0,A,03,电流-A-S1-03.csv,247,387296
0,A,03,电流-A-S1-03.csv,248,388864
0,A,03,电流-A-S1-03.csv,249,390432
0,A,03,电流-A-S1-03.csv,250,392000
0,A,03,电流-A-S1-03.csv,251,393568
0,A,03,电流-A-S1-03.csv,252,395136
0,A,03,电流-A-S1-03.csv,253,396704
0,A,03,电流-A-S1-03.csv,254,398272
0,A,03,电流-A-S1-03.csv,255,399840
0,A,03,电流-A-S1-03.csv,256,401408
0,A,03,电流-A-S1-03.csv,257,402976
0,A,03,电流-A-S1-03.csv,258,404544
0,A,03,电流-A-S1-03.csv,259,406112
0,A,03,电流-A-S1-03.csv,260,407680
0,A,03,电流-A-S1-03.csv,261,409248
0,A,03,电流-A-S1-03.csv,262,410816
0,A,03,电流-A-S1-03.csv,263,412384
0,A,03,电流-A-S1-03.csv,264,413952
0,A,03,电流-A-S1-03.csv,265,415520
0,A,03,电流-A-S1-03.csv,266,417088
0,A,03,电流-A-S1-03.csv,267,418656
0,A,03,电流-A-S1-03.csv,268,420224
0,A,03,电流-A-S1-03.csv,269,421792
